,pais,popData2019,tasaCasos_max,tasaCasos_sum,tasaMuertes_sum,tasaMuertes_max,incidencia14dias_max,incidencia14dias_media,continente,che_2020,che_medio,codigo_pais,pais_cod,continente_cod,region,gasto_medio,gasto_2020,region_cod
52,Czechia,10649800.0,0.0014771169411632143,0.05456243309733516,0.0009022704651730549,2.431970553437623e-05,1594.40552874,215.4373777127003,Europe,9.24,6.894761904761904,CZE,52,3,EUR,1217.3895238095238,2119.85,3
53,Democratic_Republic_of_the_Congo,86790568.0,4.424443909619303e-06,0.00016720710941769618,4.090306218528262e-06,2.4196177630730563e-07,2.42192216,0.8361647329166666,Africa,4.05,3.7633333333333328,COD,53,0,AFR,14.055238095238094,21.25,0
54,Denmark,5806081.0,0.0006117723814049442,0.018903973265271358,0.00016207145577197424,3.7891307406837762e-06,523.69231501,66.59553155462909,Europe,10.53,9.74047619047619,DNK,54,3,EUR,5245.011428571429,6438.39,3
55,Djibouti,973557.0,0.0003184199795184052,0.0058835794925207255,6.265683467942812e-05,4.10864489701168e-06,232.2411528,31.744457447829458,Africa,2.01,3.0161904761904763,DJI,55,0,EMR,53.241904761904756,62.81,2
56,Dominica,71808.0,0.00036207664884135474,0.0012115641711229947,0.0,0.0,48.74108734,5.926784636102362,America,5.65,5.148571428571429,DMA,56,1,AMR,345.8852380952381,426.66,1
57,Dominican_Republic,10738957.0,0.00019992630569244294,0.014404750852433807,0.00021985375302275632,3.6316375975804725e-06,185.26938882,59.155010096158534,America,4.94,4.61952380952381,DOM,57,1,AMR,245.14333333333335,354.1,1
58,Ecuador,17373657.0,0.000663993769417688,0.01163312939814571,0.0007986228806059657,0.0002187219420758681,125.20680016,48.02297170668675,America,8.48,6.167142857142858,ECU,58,1,AMR,295.0261904761905,478.53,1
59,Egypt,100388076.0,1.7671421454476326e-05,0.0012110502048071924,6.893248955184677e-05,9.662502148163494e-07,21.36807563,4.969827406486487,Africa,4.36,4.888095238095239,EGY,59,0,EMR,105.75333333333334,150.91,2
60,El_Salvador,6453550.0,0.00013713382556887295,0.006489451542174462,0.0001867189376389739,4.183743830914768e-06,90.44634349,33.87192879031007,America,9.85,8.563809523809523,SLV,60,1,AMR,268.187619047619,385.74,1
61,Equatorial_Guinea,1355982.0,0.0012905776035375101,0.0038237970710525656,6.268519788610763e-05,2.3599133321828755e-05,130.16396973,20.349748838244274,Africa,3.77,2.2009523809523808,GNQ,61,0,AFR,216.17952380952383,236.62,0
62,Eritrea,3497117.0,1.572724046693319e-05,0.00020331032676344543,0.0,0.0,3.83172768,0.9864708333333333,Africa,4.09,5.281904761904762,ERI,62,0,AFR,22.66809523809524,23.98,0
63,Estonia,1324820.0,0.0005713983786476654,0.013628266481484278,0.00011246810887516795,4.528917135912803e-06,454.02394288,47.93149439900603,Europe,7.75,5.86952380952381,EST,63,3,EUR,928.5342857142857,1787.87,3
64,Eswatini,1148133.0,0.00012803394728659484,0.005894787450582816,0.00011061436262175201,4.354896166210709e-06,100.0755139,30.49757055687023,Africa,6.51,7.145238095238096,SWZ,64,0,AFR,236.60714285714286,219.1,0
65,Ethiopia,112078727.0,1.6318886277143386e-05,0.0010418480217035298,1.6113673382460882e-05,4.6395958797783275e-07,18.95631809,5.388214148403042,Africa,3.48,4.236666666666667,ETH,65,0,AFR,15.597619047619048,28.7,0
66,Falkland_Islands_(Malvinas),3372.0,0.0017793594306049821,0.005634638196915777,0.0,0.0,326.21589561,22.42581100549587,America,,,FLK,66,1,,,,6
67,Faroe_Islands,48677.0,0.00102717916058919,0.010847011935821846,0.0,0.0,322.53425643,53.86057517269372,Europe,,,FRO,67,3,,,,6
68,Fiji,889955.0,5.618261597496502e-06,5.168800669696783e-05,2.247304638998601e-06,1.1236523194993006e-06,1.23601755,0.2452797473151751,Oceania,3.75,3.314285714285714,FJI,68,4,WPR,141.74285714285713,186.36,5
69,Finland,5517919.0,0.00015223130314163727,0.005583626725945053,8.209616705138296e-05,7.792792898917147e-06,116.42070135,21.228408143603602,Europe,9.61,8.744761904761905,FIN,69,3,EUR,3819.0233333333335,4726.14,3
70,France,67012883.0,0.0012960492984610138,0.03546858295889165,0.0008641771165105671,2.990469757882227e-05,988.18013844,142.40055174694362,Europe,12.21,10.843333333333337,FRA,70,3,EUR,4065.140476190476,4768.73,3
71,French_Polynesia,279285.0,0.0049555113951698085,0.05592137064289167,0.00032583203537604955,3.580571817319226e-05,1603.3800598,292.441121451783,Oceania,,,PYF,71,4,,,,6
72,Gabon,2172578.0,0.0002623611212117586,0.004294437299834575,2.8997808133931207e-05,2.3014133439627943e-06,80.36535397,22.711886987756653,Africa,3.43,2.972380952380952,GAB,72,0,AFR,208.18142857142854,228.98,0
73,Gambia,2347696.0,0.00017719500310091257,0.0016109411099222387,5.239179178224097e-05,5.963293373588403e-06,63.42388452,8.672924417065637,Africa,2.61,4.418571428571429,GMB,73,0,AFR,29.548571428571428,18.58,0
74,Georgia,3996762.0,0.0018995376757485185,0.047804447700413484,0.0004601224691387678,1.8514987882691038e-05,1507.79556051,175.48209766823354,Europe,7.6,7.819523809523808,GEO,74,3,EUR,237.01238095238097,320.01,3
75,Germany,83019213.0,0.0003598564587693694,0.016105645328148316,0.00026469776339604667,7.203151877626207e-06,341.13669567,60.000400791157276,Europe,12.82,10.810952380952383,DEU,75,3,EUR,4324.844285714285,5930.33,3
76,Ghana,30417858.0,4.974051756044098e-05,0.0017428577646723185,1.0750263874596297e-05,4.931313703943256e-07,32.72419774,9.147743172889733,Africa,3.99,3.6819047619047622,GHA,76,0,AFR,59.165238095238095,84.98,0
77,Gibraltar,33706.0,0.0009197175577048596,0.03189343143653949,0.00014834154156529995,2.966830831305999e-05,593.36616626,164.84958860326847,Europe,,,GIB,77,3,,,,6
78,Greece,10724599.0,0.00030919570978831006,0.011611995935698855,0.00033800797586930754,1.1282473125568611e-05,331.55552016,45.20003394110448,Europe,9.51,8.482857142857144,GRC,78,3,EUR,1819.4471428571428,1675.12,3
79,Greenland,56660.0,5.294740557712672e-05,0.0003353335686551359,0.0,0.0,17.64913519,1.2498609360700388,America,,,GRL,79,1,,,,6
80,Grenada,112002.0,0.00023213871180871771,0.0006160604274923662,0.0,0.0,24.99955358,1.8489546100787402,America,5.82,5.268571428571429,GRD,80,1,AMR,369.3490476190476,491.08,1
81,Guam,167295.0,0.0025165127469440212,0.042475865985235665,0.0007053408649391792,2.9887324785558443e-05,862.54819331,226.01304709127908,Oceania,,,GUM,81,4,,,,6
82,Guatemala,17581476.0,0.00024076476855526807,0.0073533075380019285,0.00025157159728796374,4.20897540115517e-06,90.89111745,38.24870575629771,America,6.47,6.086666666666668,GTM,82,1,AMR,184.14190476190475,289.13,1
83,Guernsey,64468.0,0.0003567661475460694,0.004482844201774524,0.0002016504312216914,3.10231432648756e-05,269.9013464,22.223193288210116,Europe,,,GGY,83,3,,,,6
84,Guinea,12771246.0,1.5973382706746076e-05,0.0010507980192379037,6.1857707540830394e-06,2.3490268686391288e-07,9.83459249,5.54833571480916,Africa,4.04,4.214285714285714,GIN,84,0,AFR,28.785714285714285,46.84,0
85,Guinea_Bissau,1920917.0,6.663484158867874e-05,0.0012723090065838347,2.2905726796108314e-05,2.0823387996462105e-06,38.88767708,7.08911421032,Africa,8.41,7.225238095238096,GNB,85,0,AFR,42.29047619047619,61.43,0
86,Guyana,782775.0,0.00016990833892242344,0.007562837341509374,0.00019801347769154613,5.110025230749577e-06,120.85209671,38.63188826412214,America,5.51,4.011904761904761,GUY,86,1,AMR,173.4442857142857,378.06,1
87,Haiti,11263079.0,2.521512989476501e-05,0.0008492349205754484,2.077584646258807e-05,1.0654280237224652e-06,22.17866003,4.5376731538132296,America,3.22,4.078571428571429,HTI,87,1,AMR,45.85952380952381,44.18,1
88,Holy_See,815.0,0.008588957055214725,0.03190184049079755,0.0,0.0,1717.79141104,162.50643937622138,Europe,,,VAT,88,3,,,,6
89,Honduras,9746115.0,0.00012004783444480186,0.011733803674592388,0.00030524983544725256,6.566719149117367e-06,117.84182723,60.80426130752851,America,9.04,7.693333333333333,HND,89,1,AMR,141.24809523809523,212.7,1
90,Hungary,9772756.0,0.0006977560884565214,0.02904707740580037,0.0007295792507251793,1.9748779157077082e-05,779.67770811,134.29147171734317,Europe,7.25,7.200000000000001,HUN,90,3,EUR,883.3433333333332,1163.25,3
91,Iceland,356991.0,0.0002969262530427938,0.015566218756215142,7.843334986036063e-05,1.4005955332207255e-05,317.65506693,63.833907756261134,Europe,9.56,8.625714285714286,ISL,91,3,EUR,4458.960476190476,5636.94,3
92,India,1366417756.0,7.164280438404959e-05,0.007233585743890172,0.00010491301021998721,1.465876735869934e-06,94.17383478,29.52847143669643,Asia,2.96,3.5457142857142854,IND,92,2,SEAR,41.79761904761905,56.63,4
93,Indonesia,270625567.0,3.092464652462049e-05,0.0022829328612547534,6.953888432869316e-05,6.466499153792073e-07,30.9032147,9.063562786818181,Asia,3.41,2.6666666666666665,IDN,93,2,SEAR,73.8847619047619,132.96,4
94,Iran,82913893.0,0.0003324412713319347,0.013366505417855607,0.0006295205557408816,1.1517973230372863e-05,243.14381186,52.21022986388724,Asia,5.34,5.866190476190475,IRN,94,2,EMR,325.10333333333335,573.4,2
95,Iraq,39309789.0,0.00012859392351355538,0.014618089148227176,0.00031999662984708466,3.1035526545309107e-06,154.60525621,60.03812358671642,Asia,5.08,3.3561111111111113,IRQ,95,2,EMR,142.06444444444443,202.31,2
96,Ireland,4904240.0,0.0002618142668384908,0.015534517070942694,0.00043309462832161557,4.7713814984584764e-05,300.0668809,63.3032495061791,Europe,7.1,8.096666666666664,IRL,96,3,EUR,4472.820952380953,6092.18,3
97,Isle_of_Man,84589.0,0.0005083403279386208,0.0043740911938904585,0.0002955467022898959,5.910934045797917e-05,251.80579035,22.276832684960937,Europe,,,IMN,97,3,,,,6
98,Israel,8519373.0,0.0013882477032053885,0.042005321283620285,0.0003520212109506181,8.33394664137842e-06,981.9032457,170.6614375394012,Asia,8.32,7.140952380952381,ISR,98,2,EUR,2280.0309523809524,3867.4,3
99,Italy,60359546.0,0.0006776392917203188,0.030545491511814883,0.0010689278544275334,1.645141598646219e-05,801.28004939,118.91800012115726,Europe,9.63,8.52095238095238,ITA,99,3,EUR,2771.5157142857142,3057.04,3
100,Jamaica,2948277.0,0.00011057305673788453,0.003971811332517263,9.259645548908736e-05,3.0526304007391438e-06,79.36839042,20.09841063723485,America,6.61,5.290952380952381,JAM,100,1,AMR,249.11333333333334,325.72,1
101,Japan,126860299.0,2.374265253781248e-05,0.0014161483254899155,2.037674528892605e-05,7.961513633197412e-07,25.92852158,5.352042573026706,Asia,10.9,9.186666666666667,JPN,101,2,WPR,3648.9538095238095,4388.1,5
102,Jersey,107796.0,0.0008905710787042191,0.01650339530223756,0.0002968570262347397,3.710712827934246e-05,789.45415414,67.70246089533073,Europe,,,JEY,102,3,,,,6
103,Jordan,10101697.0,0.0007853135963195094,0.025700038320294105,0.00033311234736104243,9.00838740263146e-06,733.61931169,126.7288945553788,Asia,7.47,8.192857142857143,JOR,103,2,EMR,265.8985714285714,298.64,2
104,Kazakhstan,18551428.0,0.0010374403523006424,0.010041113816143964,0.0001375635341926239,1.7464962805019645e-05,215.27183783,51.97303656660305,Asia,3.79,3.2576190476190474,KAZ,104,2,EUR,224.68809523809523,341.54,3
105,Kenya,52573967.0,4.060945220283643e-05,0.0017478612561232063,3.0186042457096685e-05,9.32020214491328e-07,28.31058954,8.930622468707224,Africa,4.29,4.0842857142857145,KEN,105,0,AFR,53.90857142857143,83.4,0
106,Kosovo,1798506.0,0.0005354444188676601,0.025899274175343313,0.000666108425548761,2.224068198827249e-05,565.08012762,127.51754213741445,Europe,,,XKX,106,3,,,,6
107,Kuwait,4207077.0,0.00025504643722945884,0.03475524693272788,0.00021653989218642776,2.6146419473663067e-06,305.22379315,143.98037567338324,Asia,6.31,3.2009523809523808,KWT,107,2,EMR,1042.2880952380951,1532.56,2
108,Kyrgyzstan,6415851.0,0.001793214960883599,0.012106577911488281,0.00020449352704730828,0.00011346896927625033,354.20086907,63.82810758968992,Asia,5.26,6.383333333333334,KGZ,108,2,EUR,57.38666666666666,63.69,3
109,Laos,7169456.0,1.952728352053489e-06,5.718704459585218e-06,0.0,0.0,0.23711701,0.025737491269841272,Asia,2.69,2.9738095238095243,LAO,109,2,WPR,35.45761904761905,68.29,5
110,Latvia,1919968.0,0.00048438307305121754,0.013372618710311838,0.00018177386289771496,1.3021050350839181e-05,453.13255221,57.77526847674074,Europe,7.45,5.87952380952381,LVA,110,3,EUR,703.2566666666667,1313.35,3
111,Lebanon,6855709.0,0.00041687883776863927,0.02137196896776103,0.0001750366008825637,3.500732017651274e-06,338.27281759,84.21349903303303,Asia,7.95,8.145714285714286,LBN,111,2,EMR,547.3728571428571,994.49,2
112,Lesotho,2125267.0,4.846449881356084e-05,0.001058690508063222,2.070328104656968e-05,2.352645573473827e-06,18.02126509,7.098200903631841,Africa,11.78,8.336666666666668,LSO,112,0,AFR,78.71095238095238,107.1,0
113,Liberia,4937374.0,1.3164892916761014e-05,0.00033945170043833017,1.6810555570633294e-05,3.038052211560234e-06,6.27864124,1.8060051914230768,Africa,9.5,8.280476190476191,LBR,113,0,AFR,42.79857142857143,56.71,0
114,Libya,6777453.0,0.00024183126020940315,0.013394264777638443,0.00019166492191093027,3.836249399294986e-06,197.74390173,71.2415870588889,Africa,,3.6733333333333333,LBY,114,0,,,,6
115,Liechtenstein,38378.0,0.0017979050497680964,0.03944968471520142,0.0004690187086351556,0.00013028297462087655,1143.88451717,193.03430811048872,Europe,,,LIE,115,3,,,,6
116,Lithuania,2794184.0,0.0015943831902265563,0.034006708219644806,0.0002952561463382512,1.2883904567487324e-05,1205.93346752,119.37764648146343,Europe,7.54,6.35904761904762,LTU,116,3,EUR,791.32,1522.17,3
117,Luxembourg,613894.0,0.0021322899393054827,0.06722984749810228,0.0006450625026470368,2.443418570632715e-05,1458.72088667,260.5128454215152,Europe,5.77,6.025714285714285,LUX,117,3,EUR,5858.202857142857,6757.0,3
118,Madagascar,26969306.0,2.2766622174111563e-05,0.000654002739262182,9.566430815831895e-06,3.707918920865075e-07,17.65340198,3.548174242109375,Africa,3.88,4.551428571428572,MDG,118,0,AFR,19.332857142857144,17.95,0
119,Malawi,18628749.0,1.0306650221117908e-05,0.0003256257304234439,1.0038247871609629e-05,6.441656388198692e-07,7.52600188,1.8681466247325105,Africa,5.43,5.301428571428572,MWI,119,0,AFR,27.394761904761904,32.98,0
120,Malaysia,31949789.0,6.992221450977344e-05,0.002612693310744556,1.2989131164528192e-05,3.755893348779236e-07,59.68740513,9.63811417625,Asia,4.12,3.2847619047619054,MYS,120,2,WPR,280.8438095238095,418.66,5
121,Maldives,530957.0,0.00040492921272344086,0.025177180072962595,9.040280098011704e-05,3.766783374171543e-06,362.3645606,130.2799166556929,Asia,11.35,8.650000000000002,MDV,121,2,SEAR,588.2261904761905,825.57,4
122,Mali,19658023.0,7.88482137801955e-06,0.0002957571063987462,9.868744176359952e-06,5.595679687626777e-07,5.87546367,1.4753665129880478,Africa,4.31,4.561428571428571,MLI,122,0,AFR,27.910476190476192,35.45,0
123,Malta,493559.0,0.00044168984863005234,0.022491738576340417,0.00033633263703022334,1.2156601338441807e-05,379.6911818,110.58980302792592,Europe,10.84,8.393809523809526,MLT,123,3,EUR,1831.3919047619045,3135.41,3
124,Marshall_Islands,58791.0,5.1028218604888504e-05,6.8037624806518e-05,0.0,0.0,5.10282186,2.1511896076470585,Oceania,13.01,15.019047619047615,MHL,124,4,WPR,495.49095238095236,731.1,5
125,Mauritania,4525698.0,0.0001780940752122656,0.002381953015866282,4.9053206820251815e-05,3.977287039479877e-06,56.94149278,11.132861597442748,Africa,3.36,3.2438095238095235,MRT,125,0,AFR,43.94333333333333,59.05,0
126,Mauritius,1269670.0,3.229185536399222e-05,0.00040561720762087784,7.876062283900541e-06,1.5752124567801083e-06,18.35122512,1.9270303366536965,Africa,6.66,4.4747619047619045,MUS,126,0,AFR,361.15523809523813,560.41,0
127,Mexico,127575529.0,0.00017314449074320515,0.009798462211354029,0.000893219890156207,2.3617381982401968e-05,118.19272958,38.43395892130564,America,6.24,5.585238095238095,MEX,127,1,AMR,509.8404761904762,538.57,1
128,Moldova,4043258.0,0.0004367764807489406,0.03129110237338305,0.0006361206729820358,6.430457813970812e-06,497.7174348,152.06698840771534,Europe,6.78,8.563333333333333,MDA,128,3,EUR,164.81142857142856,306.65,3
129,Monaco,33085.0,0.000876530149614629,0.020190418618709384,6.0450355145836485e-05,3.0225177572918242e-05,580.3234094,83.49589053855385,Europe,1.67,1.9385714285714282,MCO,129,3,EUR,3041.0847619047618,3085.44,3
130,Mongolia,3225166.0,2.2944555412031504e-05,0.00028277614237530717,0.0,0.0,11.37925924,1.4322230511111111,Asia,4.94,4.2680952380952375,MNG,130,2,WPR,106.70333333333333,199.82,5
131,Montenegro,622182.0,0.0014047336631403673,0.06658180403804674,0.0009354176109241348,2.089420780414734e-05,1376.28539559,333.78977900054053,Europe,11.42,8.645999999999999,MNE,131,3,EUR,639.369,866.17,3
132,Montserrat,4991.0,0.0008014425966740132,0.002604688439190543,0.0002003606491685033,0.0002003606491685033,160.28851933,11.078765307058823,America,,,MSF,132,1,,,,6
133,Morocco,36471766.0,0.0001800296700741061,0.010956667138081551,0.00018161994129925048,3.8385857158658014e-06,197.5199117,54.57323884501873,Africa,5.99,5.217142857142857,MAR,133,0,EMR,138.9542857142857,187.4,2
134,Mozambique,30366043.0,1.0044114078347316e-05,0.0005583210166698375,4.676276062705964e-06,1.9758912941011115e-07,9.36243158,2.952064570472441,Africa,7.62,5.2857142857142865,MOZ,134,0,AFR,26.56190476190476,34.28,0
135,Myanmar,54045422.0,3.992937644191214e-05,0.00200464712811383,4.19647014690717e-05,8.881418300332635e-07,38.02727269,10.172006682007874,Asia,3.69,3.1014285714285714,MMR,135,2,SEAR,29.75095238095238,57.62,4
136,Namibia,2494524.0,0.0001298844990066241,0.006628919986338075,6.41404933366045e-05,2.4052685001226687e-06,129.40344531,32.64080940641222,Africa,8.9,9.475714285714286,NAM,136,0,AFR,405.14666666666665,379.54,0
137,Nepal,28608715.0,0.00020074302533336434,0.00868347285084283,5.93525434469881e-05,1.0486315096641006e-06,182.92328055,36.44998895194445,Asia,5.17,4.301904761904762,NPL,137,2,SEAR,29.47,58.31,4
138,Netherlands,17282163.0,0.0006423964407695958,0.03545539988252628,0.0005805986206703408,1.3539971819499677e-05,762.41035338,135.17206027014836,Europe,11.14,9.675714285714285,NLD,138,3,EUR,4523.946666666667,5846.15,3
139,New_Caledonia,282757.0,1.768302818321032e-05,0.00012731780291911428,0.0,0.0,5.65856902,0.4724684084765625,Oceania,,,NCL,139,4,,,,6
140,New_Zealand,4783062.0,1.986175383049603e-05,0.0003637837017375062,5.2267773238147446e-06,8.362843718103592e-07,16.91385142,1.5390309572865855,Oceania,10.03,8.862380952380954,NZL,140,4,WPR,2965.15,4201.63,5
141,Nicaragua,6545503.0,7.333279046698169e-05,0.0008993961197481691,2.4749816782606315e-05,2.749979642511813e-06,16.6984875,4.852257361124032,America,8.63,7.2042857142857155,NIC,141,1,AMR,114.62333333333333,161.2,1
142,Niger,23310719.0,3.989580930558169e-06,9.686530904516502e-05,3.431897574673694e-06,2.1449359841710588e-07,3.183085,0.440951917734375,Africa,6.2,5.11952380952381,NER,142,0,AFR,21.76666666666667,35.01,0
143,Nigeria,200963603.0,3.960916246112486e-06,0.0003641206611925643,5.956302445473173e-06,1.5425678847925513e-07,4.35352465,1.4934899262576686,Africa,3.38,3.6033333333333335,NGA,143,0,AFR,65.88,69.76,0
144,North_Macedonia,2077132.0,0.0007211867132180333,0.035451767148163914,0.0010211195051638509,2.2145920432596483e-05,721.33114313,139.8623197754573,Europe,7.89,7.230952380952381,MKD,144,3,EUR,291.992380952381,452.97,3
145,Northern_Mariana_Islands,57213.0,0.0001048712705154423,0.0019750755947074965,3.49570901718141e-05,1.747854508590705e-05,26.21781763,10.146082269471544,Oceania,,,MNP,145,4,,,,6
146,Norway,5328212.0,0.00032600054202047517,0.0075113377620860435,7.263224511337012e-05,3.941284618554967e-06,156.31885518,29.70721700795252,Europe,11.42,9.135714285714286,NOR,146,3,EUR,6860.115238095239,7704.44,3
147,Oman,4974992.0,0.0005396993603205794,0.025374915175742994,0.0002956788674233044,1.3467358339470696e-05,428.94541338,106.19895927667673,Asia,5.33,3.3071428571428574,OMN,147,2,EMR,511.6528571428571,844.62,2
148,Pakistan,216565317.0,3.151474157794159e-05,0.0020353536111232438,4.078215349690551e-05,1.4452914452594457e-06,35.87047136,8.200112392560241,Asia,2.95,2.578095238095238,PAK,148,2,EMR,26.857619047619046,38.18,2
